,target,text
3124,spam,1st wk FREE! Gr8 tones str8 2 u each wk. Txt NOKIA ON to 8007 for Classic Nokia tones or HIT ON to 8007 for Polys. Nokia/150p Poly/200p 16+
2660,ham,Want to finally have lunch today?
2491,ham,"Greetings me, ! Consider yourself excused."
5173,ham,U 2.
3854,spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890å£1.50 per msg
4933,ham,Hey do you want anything to buy:)
4777,ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM
1715,ham,Asking do u knw them or nt? May be ur frnds or classmates?
1148,ham,I'm not driving... Raining! Then i'll get caught at e mrt station lor.
3261,ham,O shore are you takin the bus
574,ham,Nope i waiting in sch 4 daddy... 
3769,ham,Love it! The girls at the office may wonder why you are smiling but sore...
3736,ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN."
4146,ham,Pls help me tell sura that i'm expecting a battery from hont. And that if should pls send me a message about how to download movies. Thanks
853,ham,"\AH POOR BABY!HOPE URFEELING BETTERSN LUV! PROBTHAT OVERDOSE OF WORK HEY GO CAREFUL SPK 2 U SN LOTS OF LOVEJEN XXX.\"""""
1982,ham,Hey i will be late... i'm at amk. Need to drink tea or coffee
2774,ham,"Dude u knw also telugu..thts gud..k, gud nyt.."
4929,spam,"Hi, the SEXYCHAT girls are waiting for you to text them. Text now for a great night chatting. send STOP to stop this service"
1166,ham,I am not having her number sir
971,ham,"Haha awesome, omw back now then"
2701,ham,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs."
4495,ham,"In case you wake up wondering where I am, I forgot I have to take care of something for grandma today, should be done before the parade"
3847,ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
2368,ham,If you r @ home then come down within 5 min
4115,ham,What you doing?how are you?
4780,ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke 
4131,ham,Hi baby ive just got back from work and i was wanting to see u allday! I hope i didnt piss u off on the phone today. If u are up give me a call xxx
2950,ham,Hey now am free you can call me.
524,spam,"URGENT!: Your Mobile No. was awarded a å£2,000 Bonus Caller Prize on 02/09/03! This is our 2nd attempt to contact YOU! Call 0871-872-9755 BOX95QU"
2455,ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?"
5016,spam,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs
1841,ham,I am in your office na.
537,ham,Or maybe my fat fingers just press all these buttons and it doesn't know what to do.
2806,spam,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906 
4341,ham,Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!
3175,ham,Havent still waitin as usual... ÌÏ come back sch oredi?
784,ham,Dont think so. It turns off like randomlly within 5min of opening
4057,ham,Hi di is yijue we're meeting at 7 pm at esaplanade tonight.
1409,ham,Where at were hungry too
2537,ham,That's y we haf to combine n c how lor...
154,ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
3009,ham,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:)
1686,spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award
2901,ham,"Bill, as in: Are there any letters for me. iÛªm expecting one from orange that isnÛªt a bill but may still say orange on it."
5513,ham,Yes. Please leave at  &lt;#&gt; . So that at  &lt;#&gt;  we can leave
4721,ham,"I'm home, my love ... If your still awake ... *loving kiss*"
3863,ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:)
2733,ham,Do Ì_ noe if ben is going?
1895,ham,"Uh, heads up we don't have THAT much left"
569,ham,WOT U WANNA DO THEN MISSY?
1816,ham,Are you going to write ccna exam this week??
2065,ham,Cos daddy arranging time c wat time fetch Ì_ mah...
127,ham,Are you there in room.
3394,ham,Then i buy.
3327,ham,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore"
5552,ham,Have a safe trip to Nigeria. Wish you happiness and very soon company to share moments with
2975,ham,I love u 2 my little pocy bell I am sorry but I love u
980,ham,If he started searching he will get job in few days.he have great potential and talent.
2300,ham,Nothin comes to my mind. ÌÏ help me buy hanger lor. Ur laptop not heavy?
190,spam,Are you unique enough? Find out from 30th August. www.areyouunique.co.uk
1139,ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
5088,ham,I wont do anything de.
699,ham,K..u also dont msg or reply to his msg..
5325,ham,"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)"
606,spam,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867 
4276,ham,I'm glad. You are following your dreams.
301,ham,"Shit that is really shocking and scary, cant imagine for a second. Def up for night out. Do u think there is somewhere i could crash for night, save on taxi?"
3420,spam,Welcome! Please reply with your AGE and GENDER to begin. e.g 24M
5367,ham,Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates
1060,ham,I'm working technical support :)voice process.networking field.
2565,ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.
5562,ham,Ok lor... Sony ericsson salesman... I ask shuhui then she say quite gd 2 use so i considering...
1069,ham,Jus finish bathing...
2524,spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk
2205,ham,"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?"
1243,ham,No shoot me. I'm in the docs waiting room. :/
16,ham,Oh k...i'm watching here:)
3120,ham,Small problem in auction:)punj now asking tiwary
4642,ham,Sorry i din lock my keypad.
4754,ham,U wan 2 haf lunch i'm in da canteen now.
815,ham,Where's my boytoy? I miss you ... What happened?
3067,ham,Boy you best get yo ass out here quick
5330,ham,Dude im no longer a pisces. Im an aquarius now.
959,ham,Where @
4893,ham,Convey my regards to him
225,ham,Would really appreciate if you call me. Just need someone to talk to.
3354,ham,Minimum walk is 3miles a day.
2485,ham,Lol that's different. I don't go trying to find every real life photo you ever took.
562,ham,Geeeee ... I love you so much I can barely stand it
3436,ham,Then what about further plan?
1693,ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.
1045,ham,"Come round, it's . "
3446,ham,Sitting ard nothing to do lor. U leh busy w work?
4565,ham,Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?
954,spam,Filthy stories and GIRLS waiting for your
5551,ham,Wen did you get so spiritual and deep. That's great
2735,ham,I meant middle left or right?
5462,spam,Txt: CALL to No: 86888 & claim your reward of 3 hours talk time to use from your phone now! Subscribe6GBP/mnth inc 3hrs 16 stop?txtStop www.gamb.tv
4735,ham,"Not for possession, especially not first offense"
5370,spam,dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?
1218,ham,K..k..i'm also fine:)when will you complete the course?
5254,ham,I didnt get anything da
1527,ham,No screaming means shouting..
3987,ham,"Hello. Sort of out in town already. That . So dont rush home, I am eating nachos. Will let you know eta."
5495,ham,"Good afternoon, my love ... How goes your day ? How did you sleep ? I hope your well, my boytoy ... I think of you ..."
1300,ham,Those cocksuckers. If it makes you feel better ipads are worthless garbage novelty items and you should feel bad for even wanting one
5449,spam,"Latest News! Police station toilet stolen, cops have nothing to go on!"
160,ham,Keep yourself safe for me because I need you and I miss you already and I envy everyone that see's you in real life
4067,spam,TBS/PERSOLVO. been chasing us since Sept forå£38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.
956,ham,"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be much simpler, but then less magical"
3791,ham,Love it! I want to flood that pretty pussy with cum...
3234,ham,"Yes, princess. Toledo."
2869,spam,"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call."
3777,ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:\Dont wake up early in d mrng'' GOOD night"""
4433,ham,Sounds great! Im going to sleep now. Have a good night!
4973,ham,Aiyo u so poor thing... Then u dun wan 2 eat? U bathe already?
2961,ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
2200,ham,Haha... can... But i'm having dinner with my cousin...
98,ham,"Hi. Wk been ok - on hols now! Yes on for a bit of a run. Forgot that i have hairdressers appointment at four so need to get home n shower beforehand. Does that cause prob for u?\""ham"""
2557,spam,This message is brought to you by GMW Ltd. and is not connected to the
3183,ham,Good morning pookie pie! Lol hope I didn't wake u up
253,ham,"Ups which is 3days also, and the shipping company that takes 2wks. The other way is usps which takes a week but when it gets to lag you may have to bribe nipost to get your stuff."
3923,ham,How? Izzit still raining?
4199,ham,I will come tomorrow di
1445,ham,I am in a marriage function
1648,ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
4682,ham,Ok u can take me shopping when u get paid =D
4723,spam,"FREE GAME. Get Rayman Golf 4 FREE from the O2 Games Arcade. 1st get UR games settings. Reply POST, then save & activ8. Press 0 key for Arcade. Termsapply"
3991,ham,"Dizzamn, aight I'll ask my suitemates when I get back"
1696,ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
3191,ham,Is ur paper today in e morn or aft?
4499,ham,Nvm take ur time.
1154,ham,Did u find a sitter for kaitlyn? I was sick and slept all day yesterday.
2255,ham,I just lov this line: \Hurt me with the truth
1682,ham,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX
3170,ham,Still otside le..u come 2morrow maga..
2056,ham,.Please charge my mobile when you get up in morning.
4090,ham,"Hey doc pls I want to get nice t shirt for my hubby nice fiting ones my budget is  &lt;#&gt; k help pls I will load d card abi hw,keep me posted luv. 2 mj"
5433,ham,You're gonna have to be way more specific than that
3108,ham,Lol I was gonna last month. I cashed some in but I left &lt;#&gt; just in case. I was collecting more during the week cause they announced it on the blog.
4548,ham,"Haha, my friend tyler literally just asked if you could get him a dubsack"
3723,spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs"
